Pathways for c12c(cccc1)cccc2 
T = 298.15K
Min. ΔGrxn over all Pathways: 86.33[kJ/mol]
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]
In Pathway [2, 5, 18, 20, 52, 55, 68, 70, 72, 75]
Reaction	ΔHrxn[kJ/mol]	ΔSrxn[J/mol/K]	ΔGrxn[kJ/mol]
Pathway3484
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C1(=CCCCC1)CCCC	-104.1	-44.03	-90.97
C1(=CCCCC1)CCCC>>C1(=CCCCC1)CCC=C.[HH]	123.61	127.29	85.66
C1(=CCCCC1)CCC=C>>C1(=CCCC=C1)CCC=C.[HH]	99.32	123.97	62.36
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3485
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C1(=CCCCC1)CCCC	-104.1	-44.03	-90.97
C1(=CCCCC1)CCCC>>C1(=CCCCC1)CCC=C.[HH]	123.61	127.29	85.66
C1(=CCCCC1)CCC=C>>C1(=CCCC=C1)CCC=C.[HH]	99.32	123.97	62.36
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3486
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=C)CCC1C=CCCC1	-92.48	-43.43	-79.53
C(=C)CCC1C=CCCC1>>C1(=CCCC=C1)CCC=C.[HH]	99.19	131.38	60.02
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3487
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=C)CCC1C=CCCC1	-92.48	-43.43	-79.53
C(=C)CCC1C=CCCC1>>C1(=CCCC=C1)CCC=C.[HH]	99.19	131.38	60.02
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3488
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCCCCCC=C.[HH]	120.94	117.74	85.83
C(=C)CCCCCCC=C>>C(=C)CCC=CCCC=C.[HH]	120.99	130.96	81.94
C(=C)CCC=CCCC=C>>C(=C)CCC1C=CCCC1	-92.48	-43.43	-79.53
C(=C)CCC1C=CCCC1>>C1(=CCCC=C1)CCC=C.[HH]	99.19	131.38	60.02
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3489
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C1(CCCC)C=CCCC1	-102.47	-40.92	-90.27
C1(CCCC)C=CCCC1>>C(=C)CCC1C=CCCC1.[HH]	122.12	116.76	87.31
C(=C)CCC1C=CCCC1>>C1(=CCCC=C1)CCC=C.[HH]	99.19	131.38	60.02
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3490
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C1(CCCC)C=CCCC1	-102.47	-40.92	-90.27
C1(CCCC)C=CCCC1>>C(=C)CCC1C=CCCC1.[HH]	122.12	116.76	87.31
C(=C)CCC1C=CCCC1>>C1(=CCCC=C1)CCC=C.[HH]	99.19	131.38	60.02
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3491
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C1(=CCCCC1)CCCC	-104.1	-44.03	-90.97
C1(=CCCCC1)CCCC>>C1(=CCCC=C1)CCCC.[HH]	105.15	126.6	67.41
C1(=CCCC=C1)CCCC>>C1(=CCCC=C1)CCC=C.[HH]	117.78	124.66	80.62
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3492
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C1(=CCCCC1)CCCC	-104.1	-44.03	-90.97
C1(=CCCCC1)CCCC>>C1(=CCCC=C1)CCCC.[HH]	105.15	126.6	67.41
C1(=CCCC=C1)CCCC>>C1(=CCCC=C1)CCC=C.[HH]	117.78	124.66	80.62
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3493
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C1(CCCC)C=CCCC1	-102.47	-40.92	-90.27
C1(CCCC)C=CCCC1>>C1(=CCCC=C1)CCCC.[HH]	103.52	123.49	66.71
C1(=CCCC=C1)CCCC>>C1(=CCCC=C1)CCC=C.[HH]	117.78	124.66	80.62
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3494
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C1(CCCC)C=CCCC1	-102.47	-40.92	-90.27
C1(CCCC)C=CCCC1>>C1(=CCCC=C1)CCCC.[HH]	103.52	123.49	66.71
C1(=CCCC=C1)CCCC>>C1(=CCCC=C1)CCC=C.[HH]	117.78	124.66	80.62
C1(=CCCC=C1)CCC=C>>C12=C(CCCC1)C=CCC2	-102.02	-36.54	-91.13
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3495
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C1(=CCCCC1)CCC=C	-92.61	-36.01	-81.88
C1(=CCCCC1)CCC=C>>C12=C(CCCC1)CCCC2	-91.61	-40.18	-79.63
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3496
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C1(=CCCCC1)CCC=C	-92.61	-36.01	-81.88
C1(=CCCCC1)CCC=C>>C12=C(CCCC1)CCCC2	-91.61	-40.18	-79.63
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3497
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCCCCCC=C.[HH]	120.94	117.74	85.83
C(=C)CCCCCCC=C>>C(=C)CCC=CCCC=C.[HH]	120.99	130.96	81.94
C(=C)CCC=CCCC=C>>C1(=CCCCC1)CCC=C	-92.61	-36.01	-81.88
C1(=CCCCC1)CCC=C>>C12=C(CCCC1)CCCC2	-91.61	-40.18	-79.63
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3498
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C1(=CCCCC1)CCCC	-104.1	-44.03	-90.97
C1(=CCCCC1)CCCC>>C1(=CCCCC1)CCC=C.[HH]	123.61	127.29	85.66
C1(=CCCCC1)CCC=C>>C12=C(CCCC1)CCCC2	-91.61	-40.18	-79.63
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3499
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C1(=CCCCC1)CCCC	-104.1	-44.03	-90.97
C1(=CCCCC1)CCCC>>C1(=CCCCC1)CCC=C.[HH]	123.61	127.29	85.66
C1(=CCCCC1)CCC=C>>C12=C(CCCC1)CCCC2	-91.61	-40.18	-79.63
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3500
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3501
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3502
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCCCCCC=C.[HH]	120.94	117.74	85.83
C(=C)CCCCCCC=C>>C(=C)CCC=CCCC=C.[HH]	120.99	130.96	81.94
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3503
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3504
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3505
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCC=C)(CCCC)C.[HH]	126.93	101.63	96.63
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3506
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C12=C(CCCC1)CCCC2	-83.78	-39.34	-72.05
C12=C(CCCC1)CCCC2>>C12=C(CCCC1)C=CCC2.[HH]	88.92	127.6	50.87
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C1=CC2C(CC1)CC=CC2.[HH]	114.73	130.43	75.85
C1=CC2C(CC1)CC=CC2>>C1=CCC2C(C1)C=CC=C2.[HH]	99.87	125.2	62.54
C1=CCC2C(C1)C=CC=C2>>C12=CC=CCC1C=CC=C2.[HH]	47.46	128.53	9.14
C12=CC=CCC1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-60.34	109.53	-93.0
Pathway3507
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
