Pathways for c12c(cccc1)cccc2 
T = 298.15K
Min. ΔGrxn over all Pathways: 86.33[kJ/mol]
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]
In Pathway [2, 5, 18, 20, 52, 55, 68, 70, 72, 75]
Reaction	ΔHrxn[kJ/mol]	ΔSrxn[J/mol/K]	ΔGrxn[kJ/mol]
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4781
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=C)C=CC(=CCCC)C.[HH]	77.54	124.42	40.44
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4782
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=C)C=CC(=CCCC)C.[HH]	77.54	124.42	40.44
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4783
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(CCC=C)C.[HH]	131.7	99.85	101.93
C(=CCCC)(CCC=C)C>>C(=C)C=CC(=CCCC)C.[HH]	77.54	124.42	40.44
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4784
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]	123.34	124.15	86.33
C(=CCC)CCCCCC>>C(=CCC)C=CCCCC.[HH]	99.27	127.74	61.18
C(=CCC)C=CCCCC>>C(=CCCC)(C=CCC)C	-4.33	-7.18	-2.19
C(=CCCC)(C=CCC)C>>C(=C)C=CC(=CCCC)C.[HH]	101.28	113.96	67.3
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4785
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCC)C=CCCCC.[HH]	92.83	122.69	56.25
C(=CCC)C=CCCCC>>C(=CCCC)(C=CCC)C	-4.33	-7.18	-2.19
C(=CCCC)(C=CCC)C>>C(=C)C=CC(=CCCC)C.[HH]	101.28	113.96	67.3
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4786
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(C=CCC)C.[HH]	107.95	110.31	75.07
C(=CCCC)(C=CCC)C>>C(=C)C=CC(=CCCC)C.[HH]	101.28	113.96	67.3
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4787
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C1(=C(CCCC1)CCC)C	-93.92	-28.52	-85.41
C1(=C(CCCC1)CCC)C>>C1(=C(CCC=C1)CCC)C.[HH]	89.7	123.9	52.76
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4788
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C1(=C(CCCC1)CCC)C	-93.92	-28.52	-85.41
C1(=C(CCCC1)CCC)C>>C1(=C(CCC=C1)CCC)C.[HH]	89.7	123.9	52.76
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4789
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(CCC=C)C.[HH]	131.7	99.85	101.93
C(=CCCC)(CCC=C)C>>C1(=C(CCCC1)CCC)C	-93.92	-28.52	-85.41
C1(=C(CCCC1)CCC)C>>C1(=C(CCC=C1)CCC)C.[HH]	89.7	123.9	52.76
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4790
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4791
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4792
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCCCCCC=C.[HH]	120.94	117.74	85.83
C(=C)CCCCCCC=C>>C(=C)CCC=CCCC=C.[HH]	120.99	130.96	81.94
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4793
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4794
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4795
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCC=C)(CCCC)C.[HH]	126.93	101.63	96.63
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4796
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4797
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4798
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(CCC=C)C.[HH]	131.7	99.85	101.93
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C1(=C(CCCC1)CC=C)C	-94.39	-21.55	-87.96
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4799
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C1(=C(CCCC1)CCC)C	-93.92	-28.52	-85.41
C1(=C(CCCC1)CCC)C>>C1(=C(CCCC1)CC=C)C.[HH]	122.69	126.19	85.06
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4800
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C1(=C(CCCC1)CCC)C	-93.92	-28.52	-85.41
C1(=C(CCCC1)CCC)C>>C1(=C(CCCC1)CC=C)C.[HH]	122.69	126.19	85.06
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4801
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(CCC=C)C.[HH]	131.7	99.85	101.93
C(=CCCC)(CCC=C)C>>C1(=C(CCCC1)CCC)C	-93.92	-28.52	-85.41
C1(=C(CCCC1)CCC)C>>C1(=C(CCCC1)CC=C)C.[HH]	122.69	126.19	85.06
C1(=C(CCCC1)CC=C)C>>C1(=C(CCC=C1)CC=C)C.[HH]	89.45	117.05	54.55
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4802
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C(=C)CC1C(CCC=C1)C	-96.08	-36.75	-85.12
C(=C)CC1C(CCC=C1)C>>C1(=C(C=CCC1)CC=C)C.[HH]	91.56	143.82	48.68
C1(=C(C=CCC1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.74	-40.36	-72.7
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
